user_id,event_type,event_timestamp,event_date,event_hour,product_id,amount,is_checkout,is_amount_missing,amount_quality_status
U0327,profile_update,2023-06-05 13:03:00,2023-06-05,13,P001,2809.18,False,False,non_checkout_amount_present
U0325,wishlist_add,2023-06-02 10:06:00,2023-06-02,10,P008,,False,True,not_applicable
U0343,page_view,2023-06-05 02:39:00,2023-06-05,2,P022,,False,True,not_applicable
U0158,search,2023-06-02 22:33:00,2023-06-02,22,P021,,False,True,not_applicable
U0225,login,2023-06-02 17:39:00,2023-06-02,17,P011,991.76,False,False,non_checkout_amount_present
U0017,logout,2023-06-06 09:57:00,2023-06-06,9,P014,1474.75,False,False,non_checkout_amount_present
U0232,checkout,2023-06-01 10:04:00,2023-06-01,10,P025,1708.83,True,False,valid_checkout_amount
U0057,wishlist_add,2023-06-02 13:53:00,2023-06-02,13,P021,,False,True,not_applicable
U0271,page_view,2023-06-05 18:46:00,2023-06-05,18,P030,2856.44,False,False,non_checkout_amount_present
U0349,profile_update,2023-06-05 01:17:00,2023-06-05,1,P004,,False,True,not_applicable
U0188,search,2023-06-05 13:08:00,2023-06-05,13,P011,2492.85,False,False,non_checkout_amount_present
U0334,logout,2023-06-04 16:28:00,2023-06-04,16,P002,,False,True,not_applicable
U0297,checkout,2023-06-05 19:54:00,2023-06-05,19,P023,,True,True,missing_checkout_amount
U0013,profile_update,2023-06-06 16:24:00,2023-06-06,16,P024,2441.69,False,False,non_checkout_amount_present
U0331,page_view,2023-06-02 01:40:00,2023-06-02,1,P012,,False,True,not_applicable
U0337,page_view,2023-06-05 15:46:00,2023-06-05,15,P025,,False,True,not_applicable
U0015,login,2023-06-06 17:49:00,2023-06-06,17,P017,1211.64,False,False,non_checkout_amount_present
U0383,search,2023-06-02 11:40:00,2023-06-02,11,P006,,False,True,not_applicable
U0279,search,2023-06-06 18:02:00,2023-06-06,18,P009,,False,True,not_applicable
U0206,login,2023-06-05 17:05:00,2023-06-05,17,P026,,False,True,not_applicable
U0019,login,2023-06-05 04:22:00,2023-06-05,4,P024,,False,True,not_applicable
U0312,logout,2023-06-03 13:22:00,2023-06-03,13,P020,,False,True,not_applicable
U0186,page_view,2023-06-05 14:03:00,2023-06-05,14,P012,1649.38,False,False,non_checkout_amount_present
U0313,add_to_cart,2023-06-04 10:50:00,2023-06-04,10,P001,921.94,False,False,non_checkout_amount_present
U0252,page_view,2023-06-03 20:24:00,2023-06-03,20,P019,,False,True,not_applicable
U0337,logout,2023-06-03 22:44:00,2023-06-03,22,P012,,False,True,not_applicable
U0307,checkout,2023-06-04 03:49:00,2023-06-04,3,P023,,True,True,missing_checkout_amount
U0180,wishlist_add,2023-06-05 18:48:00,2023-06-05,18,P006,,False,True,not_applicable
U0024,search,2023-06-03 02:08:00,2023-06-03,2,P026,,False,True,not_applicable
U0251,profile_update,2023-06-03 22:57:00,2023-06-03,22,P024,,False,True,not_applicable
U0234,login,2023-06-02 05:17:00,2023-06-02,5,P017,,False,True,not_applicable
U0178,search,2023-06-04 13:58:00,2023-06-04,13,P018,,False,True,not_applicable
U0093,login,2023-06-05 14:12:00,2023-06-05,14,P004,,False,True,not_applicable
U0095,login,2023-06-02 01:05:00,2023-06-02,1,P019,575.4,False,False,non_checkout_amount_present
U0031,checkout,2023-06-01 12:59:00,2023-06-01,12,P004,,True,True,missing_checkout_amount
U0332,search,2023-06-04 05:40:00,2023-06-04,5,P019,747.18,False,False,non_checkout_amount_present
U0309,add_to_cart,2023-06-01 23:07:00,2023-06-01,23,P006,769.71,False,False,non_checkout_amount_present
U0221,profile_update,2023-06-04 18:38:00,2023-06-04,18,P021,2630.74,False,False,non_checkout_amount_present
U0110,login,2023-06-06 00:38:00,2023-06-06,0,P014,218.24,False,False,non_checkout_amount_present
U0186,login,2023-06-02 13:48:00,2023-06-02,13,P001,2792.22,False,False,non_checkout_amount_present
U0328,add_to_cart,2023-06-02 04:16:00,2023-06-02,4,P013,2858.78,False,False,non_checkout_amount_present
U0024,logout,2023-06-06 05:13:00,2023-06-06,5,P006,,False,True,not_applicable
U0170,profile_update,2023-06-04 07:40:00,2023-06-04,7,P020,,False,True,not_applicable
U0262,login,2023-06-04 23:49:00,2023-06-04,23,P011,,False,True,not_applicable
U0129,logout,2023-06-04 01:12:00,2023-06-04,1,P015,,False,True,not_applicable
U0291,login,2023-06-06 13:37:00,2023-06-06,13,P005,1524.6,False,False,non_checkout_amount_present
U0390,checkout,2023-06-05 21:01:00,2023-06-05,21,P030,,True,True,missing_checkout_amount
U0036,profile_update,2023-06-05 14:12:00,2023-06-05,14,P002,,False,True,not_applicable
U0344,page_view,2023-06-04 19:04:00,2023-06-04,19,P002,,False,True,not_applicable
U0240,search,2023-06-02 07:19:00,2023-06-02,7,P009,319.55,False,False,non_checkout_amount_present
U0328,page_view,2023-06-06 04:31:00,2023-06-06,4,P016,2961.58,False,False,non_checkout_amount_present
U0328,login,2023-06-02 08:36:00,2023-06-02,8,P025,1736.1,False,False,non_checkout_amount_present
U0050,wishlist_add,2023-06-05 00:31:00,2023-06-05,0,P015,2746.07,False,False,non_checkout_amount_present
U0240,search,2023-06-03 02:46:00,2023-06-03,2,P016,,False,True,not_applicable
U0047,search,2023-06-06 09:35:00,2023-06-06,9,P006,,False,True,not_applicable
U0134,wishlist_add,2023-06-03 07:45:00,2023-06-03,7,P023,,False,True,not_applicable
U0204,page_view,2023-06-05 16:25:00,2023-06-05,16,P017,,False,True,not_applicable
U0139,page_view,2023-06-03 15:44:00,2023-06-03,15,P024,,False,True,not_applicable
U0042,login,2023-06-06 02:39:00,2023-06-06,2,P012,,False,True,not_applicable
U0129,wishlist_add,2023-06-03 06:40:00,2023-06-03,6,P020,,False,True,not_applicable
U0050,login,2023-06-06 08:27:00,2023-06-06,8,P007,,False,True,not_applicable
U0114,checkout,2023-06-01 13:44:00,2023-06-01,13,P003,,True,True,missing_checkout_amount
U0091,wishlist_add,2023-06-06 05:08:00,2023-06-06,5,P019,2465.97,False,False,non_checkout_amount_present
U0120,search,2023-06-03 03:48:00,2023-06-03,3,P028,,False,True,not_applicable
U0079,search,2023-06-02 03:02:00,2023-06-02,3,P012,2706.02,False,False,non_checkout_amount_present
U0264,profile_update,2023-06-05 06:13:00,2023-06-05,6,P025,2531.88,False,False,non_checkout_amount_present
U0333,profile_update,2023-06-05 21:17:00,2023-06-05,21,P005,,False,True,not_applicable
U0304,page_view,2023-06-03 22:03:00,2023-06-03,22,P012,1258.65,False,False,non_checkout_amount_present
U0012,profile_update,2023-06-05 12:24:00,2023-06-05,12,P006,,False,True,not_applicable
U0014,login,2023-06-05 03:26:00,2023-06-05,3,P014,,False,True,not_applicable
U0354,checkout,2023-06-02 00:34:00,2023-06-02,0,P024,2226.0,True,False,valid_checkout_amount
U0369,logout,2023-06-01 19:38:00,2023-06-01,19,P025,,False,True,not_applicable
U0168,logout,2023-06-02 03:27:00,2023-06-02,3,P018,,False,True,not_applicable
U0173,add_to_cart,2023-06-05 13:09:00,2023-06-05,13,P001,,False,True,not_applicable
U0385,profile_update,2023-06-03 08:32:00,2023-06-03,8,P024,1207.48,False,False,non_checkout_amount_present
U0158,wishlist_add,2023-06-06 19:14:00,2023-06-06,19,P012,2188.04,False,False,non_checkout_amount_present
U0143,login,2023-06-04 13:00:00,2023-06-04,13,P024,2149.66,False,False,non_checkout_amount_present
U0282,wishlist_add,2023-06-04 07:12:00,2023-06-04,7,P023,192.97,False,False,non_checkout_amount_present
U0294,search,2023-06-06 12:40:00,2023-06-06,12,P015,2990.99,False,False,non_checkout_amount_present
U0087,login,2023-06-06 18:18:00,2023-06-06,18,P018,852.97,False,False,non_checkout_amount_present
U0269,wishlist_add,2023-06-02 21:08:00,2023-06-02,21,P007,,False,True,not_applicable
U0252,add_to_cart,2023-06-04 15:37:00,2023-06-04,15,P022,,False,True,not_applicable
U0091,login,2023-06-03 22:12:00,2023-06-03,22,P008,,False,True,not_applicable
U0244,checkout,2023-06-04 07:07:00,2023-06-04,7,P029,705.22,True,False,valid_checkout_amount
U0053,profile_update,2023-06-03 00:30:00,2023-06-03,0,P016,,False,True,not_applicable
U0154,search,2023-06-04 03:00:00,2023-06-04,3,P002,,False,True,not_applicable
U0298,logout,2023-06-03 21:11:00,2023-06-03,21,P023,,False,True,not_applicable
U0339,profile_update,2023-06-01 21:10:00,2023-06-01,21,P023,,False,True,not_applicable
U0335,add_to_cart,2023-06-04 16:48:00,2023-06-04,16,P017,1770.04,False,False,non_checkout_amount_present
U0274,profile_update,2023-06-01 11:37:00,2023-06-01,11,P029,1522.36,False,False,non_checkout_amount_present
U0105,login,2023-06-03 04:34:00,2023-06-03,4,P017,,False,True,not_applicable
U0207,search,2023-06-06 15:26:00,2023-06-06,15,P030,1453.52,False,False,non_checkout_amount_present
U0151,checkout,2023-06-03 00:48:00,2023-06-03,0,P007,,True,True,missing_checkout_amount
U0051,logout,2023-06-06 01:14:00,2023-06-06,1,P028,,False,True,not_applicable
U0331,add_to_cart,2023-06-02 14:27:00,2023-06-02,14,P006,,False,True,not_applicable
U0084,add_to_cart,2023-06-02 17:59:00,2023-06-02,17,P028,792.66,False,False,non_checkout_amount_present
U0094,wishlist_add,2023-06-05 22:52:00,2023-06-05,22,P010,1692.82,False,False,non_checkout_amount_present
U0249,search,2023-06-05 21:29:00,2023-06-05,21,P020,,False,True,not_applicable
U0109,search,2023-06-05 00:09:00,2023-06-05,0,P025,2267.92,False,False,non_checkout_amount_present
U0059,search,2023-06-04 19:20:00,2023-06-04,19,P017,1858.29,False,False,non_checkout_amount_present
U0208,wishlist_add,2023-06-06 04:14:00,2023-06-06,4,P015,661.75,False,False,non_checkout_amount_present
U0290,logout,2023-06-01 23:53:00,2023-06-01,23,P016,1383.57,False,False,non_checkout_amount_present
U0228,wishlist_add,2023-06-02 00:20:00,2023-06-02,0,P003,,False,True,not_applicable
U0208,add_to_cart,2023-06-04 16:19:00,2023-06-04,16,P017,562.54,False,False,non_checkout_amount_present
U0213,wishlist_add,2023-06-03 21:10:00,2023-06-03,21,P004,,False,True,not_applicable
U0307,page_view,2023-06-03 13:54:00,2023-06-03,13,P002,801.42,False,False,non_checkout_amount_present
U0235,add_to_cart,2023-06-03 03:39:00,2023-06-03,3,P008,1759.89,False,False,non_checkout_amount_present
U0318,logout,2023-06-03 10:23:00,2023-06-03,10,P001,2942.2,False,False,non_checkout_amount_present
U0113,wishlist_add,2023-06-06 03:51:00,2023-06-06,3,P010,,False,True,not_applicable
U0209,profile_update,2023-06-05 12:01:00,2023-06-05,12,P028,,False,True,not_applicable
U0137,add_to_cart,2023-06-03 00:53:00,2023-06-03,0,P002,,False,True,not_applicable
U0205,login,2023-06-05 08:30:00,2023-06-05,8,P005,,False,True,not_applicable
U0019,login,2023-06-03 08:35:00,2023-06-03,8,P023,1542.82,False,False,non_checkout_amount_present
U0117,add_to_cart,2023-06-05 20:00:00,2023-06-05,20,P005,,False,True,not_applicable
U0163,profile_update,2023-06-03 17:32:00,2023-06-03,17,P016,,False,True,not_applicable
U0123,search,2023-06-01 21:18:00,2023-06-01,21,P006,,False,True,not_applicable
U0002,page_view,2023-06-01 17:43:00,2023-06-01,17,P010,859.28,False,False,non_checkout_amount_present
U0249,search,2023-06-02 20:04:00,2023-06-02,20,P020,,False,True,not_applicable
U0324,page_view,2023-06-02 04:12:00,2023-06-02,4,P011,672.47,False,False,non_checkout_amount_present
U0056,page_view,2023-06-06 10:22:00,2023-06-06,10,P029,,False,True,not_applicable
U0056,checkout,2023-06-01 16:07:00,2023-06-01,16,P019,,True,True,missing_checkout_amount
U0359,add_to_cart,2023-06-01 18:01:00,2023-06-01,18,P023,,False,True,not_applicable
U0371,login,2023-06-05 06:51:00,2023-06-05,6,P030,,False,True,not_applicable
U0021,profile_update,2023-06-06 10:42:00,2023-06-06,10,P006,,False,True,not_applicable
U0032,page_view,2023-06-06 15:36:00,2023-06-06,15,P010,1143.78,False,False,non_checkout_amount_present
U0239,profile_update,2023-06-05 00:41:00,2023-06-05,0,P027,1308.08,False,False,non_checkout_amount_present
U0312,login,2023-06-03 07:08:00,2023-06-03,7,P019,,False,True,not_applicable
U0257,logout,2023-06-06 17:28:00,2023-06-06,17,P003,,False,True,not_applicable
U0255,login,2023-06-04 04:29:00,2023-06-04,4,P028,,False,True,not_applicable
U0343,logout,2023-06-05 22:19:00,2023-06-05,22,P015,,False,True,not_applicable
U0032,profile_update,2023-06-06 11:09:00,2023-06-06,11,P003,,False,True,not_applicable
U0078,search,2023-06-05 20:13:00,2023-06-05,20,P018,815.79,False,False,non_checkout_amount_present
U0163,page_view,2023-06-06 12:58:00,2023-06-06,12,P013,1477.68,False,False,non_checkout_amount_present
U0134,profile_update,2023-06-03 07:13:00,2023-06-03,7,P024,262.58,False,False,non_checkout_amount_present
U0224,profile_update,2023-06-05 20:37:00,2023-06-05,20,P012,571.85,False,False,non_checkout_amount_present
U0192,add_to_cart,2023-06-04 16:11:00,2023-06-04,16,P010,2433.51,False,False,non_checkout_amount_present
U0255,search,2023-06-02 01:54:00,2023-06-02,1,P018,1769.62,False,False,non_checkout_amount_present
U0017,search,2023-06-04 21:00:00,2023-06-04,21,P019,2333.77,False,False,non_checkout_amount_present
U0355,profile_update,2023-06-03 21:04:00,2023-06-03,21,P020,,False,True,not_applicable
U0183,wishlist_add,2023-06-05 17:47:00,2023-06-05,17,P029,,False,True,not_applicable
U0265,profile_update,2023-06-03 20:25:00,2023-06-03,20,P015,,False,True,not_applicable
U0097,page_view,2023-06-01 20:57:00,2023-06-01,20,P024,2546.29,False,False,non_checkout_amount_present
U0391,logout,2023-06-04 19:24:00,2023-06-04,19,P014,2320.57,False,False,non_checkout_amount_present
U0109,page_view,2023-06-05 02:24:00,2023-06-05,2,P022,,False,True,not_applicable
U0300,page_view,2023-06-01 19:08:00,2023-06-01,19,P005,2162.53,False,False,non_checkout_amount_present
U0018,login,2023-06-03 21:23:00,2023-06-03,21,P020,,False,True,not_applicable
U0192,login,2023-06-06 16:51:00,2023-06-06,16,P029,,False,True,not_applicable
U0159,wishlist_add,2023-06-03 08:35:00,2023-06-03,8,P007,,False,True,not_applicable
U0307,login,2023-06-06 06:35:00,2023-06-06,6,P002,,False,True,not_applicable
U0173,wishlist_add,2023-06-02 20:59:00,2023-06-02,20,P017,289.79,False,False,non_checkout_amount_present
U0055,checkout,2023-06-02 10:27:00,2023-06-02,10,P022,,True,True,missing_checkout_amount
U0301,profile_update,2023-06-05 05:46:00,2023-06-05,5,P010,609.84,False,False,non_checkout_amount_present
U0058,page_view,2023-06-04 22:52:00,2023-06-04,22,P013,502.91,False,False,non_checkout_amount_present
U0104,wishlist_add,2023-06-01 15:36:00,2023-06-01,15,P027,,False,True,not_applicable
U0038,page_view,2023-06-01 08:22:00,2023-06-01,8,P020,899.79,False,False,non_checkout_amount_present
U0181,search,2023-06-04 08:20:00,2023-06-04,8,P022,,False,True,not_applicable
U0312,logout,2023-06-02 16:51:00,2023-06-02,16,P022,,False,True,not_applicable
U0130,profile_update,2023-06-03 14:10:00,2023-06-03,14,P021,,False,True,not_applicable
U0135,logout,2023-06-01 22:04:00,2023-06-01,22,P012,,False,True,not_applicable
U0329,search,2023-06-05 17:57:00,2023-06-05,17,P003,,False,True,not_applicable
U0316,search,2023-06-06 13:24:00,2023-06-06,13,P020,1794.99,False,False,non_checkout_amount_present
U0273,add_to_cart,2023-06-03 05:48:00,2023-06-03,5,P028,639.27,False,False,non_checkout_amount_present
U0217,search,2023-06-06 02:29:00,2023-06-06,2,P017,1235.72,False,False,non_checkout_amount_present
U0236,page_view,2023-06-04 21:35:00,2023-06-04,21,P019,,False,True,not_applicable
U0250,login,2023-06-03 23:25:00,2023-06-03,23,P021,,False,True,not_applicable
U0093,page_view,2023-06-02 07:29:00,2023-06-02,7,P014,293.63,False,False,non_checkout_amount_present
U0173,search,2023-06-01 23:33:00,2023-06-01,23,P006,2885.37,False,False,non_checkout_amount_present
U0038,wishlist_add,2023-06-03 04:44:00,2023-06-03,4,P015,2630.61,False,False,non_checkout_amount_present
U0388,page_view,2023-06-05 07:02:00,2023-06-05,7,P024,1593.51,False,False,non_checkout_amount_present
U0262,login,2023-06-02 17:54:00,2023-06-02,17,P021,581.96,False,False,non_checkout_amount_present
U0037,search,2023-06-04 21:20:00,2023-06-04,21,P007,560.69,False,False,non_checkout_amount_present
U0158,logout,2023-06-05 05:03:00,2023-06-05,5,P015,574.2,False,False,non_checkout_amount_present
U0392,logout,2023-06-02 15:49:00,2023-06-02,15,P001,2253.07,False,False,non_checkout_amount_present
U0117,login,2023-06-04 18:27:00,2023-06-04,18,P013,,False,True,not_applicable
U0017,add_to_cart,2023-06-05 10:50:00,2023-06-05,10,P015,1364.06,False,False,non_checkout_amount_present
U0039,profile_update,2023-06-04 06:01:00,2023-06-04,6,P027,,False,True,not_applicable
U0377,login,2023-06-04 19:29:00,2023-06-04,19,P009,1812.34,False,False,non_checkout_amount_present
U0082,profile_update,2023-06-05 20:57:00,2023-06-05,20,P016,1567.14,False,False,non_checkout_amount_present
U0119,login,2023-06-01 21:21:00,2023-06-01,21,P010,1172.38,False,False,non_checkout_amount_present
U0250,checkout,2023-06-02 17:46:00,2023-06-02,17,P001,2327.37,True,False,valid_checkout_amount
U0086,checkout,2023-06-05 23:13:00,2023-06-05,23,P026,615.95,True,False,valid_checkout_amount
U0139,add_to_cart,2023-06-02 12:08:00,2023-06-02,12,P026,,False,True,not_applicable
U0068,login,2023-06-06 16:23:00,2023-06-06,16,P027,2416.71,False,False,non_checkout_amount_present
U0042,add_to_cart,2023-06-02 17:35:00,2023-06-02,17,P015,,False,True,not_applicable
U0011,add_to_cart,2023-06-05 22:42:00,2023-06-05,22,P030,2176.33,False,False,non_checkout_amount_present
U0081,login,2023-06-03 23:27:00,2023-06-03,23,P027,1696.72,False,False,non_checkout_amount_present
U0201,profile_update,2023-06-04 17:31:00,2023-06-04,17,P005,,False,True,not_applicable
U0133,logout,2023-06-05 05:45:00,2023-06-05,5,P028,1055.3,False,False,non_checkout_amount_present
U0016,search,2023-06-04 20:28:00,2023-06-04,20,P007,,False,True,not_applicable
U0188,search,2023-06-01 10:52:00,2023-06-01,10,P029,,False,True,not_applicable
U0184,profile_update,2023-06-04 06:48:00,2023-06-04,6,P017,1158.71,False,False,non_checkout_amount_present
U0340,login,2023-06-04 05:22:00,2023-06-04,5,P016,1524.34,False,False,non_checkout_amount_present
U0353,page_view,2023-06-05 05:31:00,2023-06-05,5,P008,1530.09,False,False,non_checkout_amount_present
U0229,search,2023-06-02 00:45:00,2023-06-02,0,P010,,False,True,not_applicable
U0046,logout,2023-06-03 20:07:00,2023-06-03,20,P013,1316.68,False,False,non_checkout_amount_present
U0320,checkout,2023-06-06 16:41:00,2023-06-06,16,P020,,True,True,missing_checkout_amount
U0279,wishlist_add,2023-06-04 16:45:00,2023-06-04,16,P009,,False,True,not_applicable
U0039,logout,2023-06-03 12:13:00,2023-06-03,12,P005,,False,True,not_applicable
U0119,logout,2023-06-03 16:25:00,2023-06-03,16,P012,,False,True,not_applicable
U0035,logout,2023-06-02 17:22:00,2023-06-02,17,P029,,False,True,not_applicable
U0242,wishlist_add,2023-06-05 06:13:00,2023-06-05,6,P027,2488.27,False,False,non_checkout_amount_present
U0153,login,2023-06-04 09:00:00,2023-06-04,9,P002,2788.94,False,False,non_checkout_amount_present
U0257,logout,2023-06-02 17:37:00,2023-06-02,17,P029,,False,True,not_applicable
U0304,profile_update,2023-06-05 23:22:00,2023-06-05,23,P016,,False,True,not_applicable
U0012,add_to_cart,2023-06-03 21:23:00,2023-06-03,21,P024,,False,True,not_applicable
U0144,page_view,2023-06-04 09:45:00,2023-06-04,9,P025,2852.8,False,False,non_checkout_amount_present
U0324,page_view,2023-06-03 15:31:00,2023-06-03,15,P007,1502.13,False,False,non_checkout_amount_present
U0021,checkout,2023-06-02 07:05:00,2023-06-02,7,P013,1763.65,True,False,valid_checkout_amount
U0233,logout,2023-06-05 01:58:00,2023-06-05,1,P024,1497.6,False,False,non_checkout_amount_present
U0252,add_to_cart,2023-06-03 05:08:00,2023-06-03,5,P019,,False,True,not_applicable
U0188,search,2023-06-03 16:33:00,2023-06-03,16,P021,,False,True,not_applicable
U0215,checkout,2023-06-03 15:36:00,2023-06-03,15,P002,2811.96,True,False,valid_checkout_amount
U0340,profile_update,2023-06-06 06:25:00,2023-06-06,6,P010,,False,True,not_applicable
U0353,profile_update,2023-06-05 13:30:00,2023-06-05,13,P011,,False,True,not_applicable
U0027,wishlist_add,2023-06-05 05:31:00,2023-06-05,5,P009,966.86,False,False,non_checkout_amount_present
U0191,checkout,2023-06-04 02:52:00,2023-06-04,2,P010,948.41,True,False,valid_checkout_amount
U0156,checkout,2023-06-01 13:41:00,2023-06-01,13,P002,2560.3,True,False,valid_checkout_amount
U0275,add_to_cart,2023-06-06 11:43:00,2023-06-06,11,P030,1887.99,False,False,non_checkout_amount_present
U0245,wishlist_add,2023-06-05 18:01:00,2023-06-05,18,P009,1662.6,False,False,non_checkout_amount_present
U0304,add_to_cart,2023-06-06 18:37:00,2023-06-06,18,P016,2878.34,False,False,non_checkout_amount_present
U0294,checkout,2023-06-06 05:26:00,2023-06-06,5,P011,,True,True,missing_checkout_amount
U0350,checkout,2023-06-03 23:05:00,2023-06-03,23,P015,,True,True,missing_checkout_amount
U0068,login,2023-06-04 04:12:00,2023-06-04,4,P006,615.26,False,False,non_checkout_amount_present
U0161,login,2023-06-03 04:36:00,2023-06-03,4,P014,1882.13,False,False,non_checkout_amount_present
U0131,page_view,2023-06-02 05:22:00,2023-06-02,5,P026,1415.83,False,False,non_checkout_amount_present
U0227,page_view,2023-06-02 06:17:00,2023-06-02,6,P003,2554.6,False,False,non_checkout_amount_present
U0045,logout,2023-06-04 18:29:00,2023-06-04,18,P007,,False,True,not_applicable
U0243,checkout,2023-06-02 11:22:00,2023-06-02,11,P022,,True,True,missing_checkout_amount
U0370,wishlist_add,2023-06-01 16:44:00,2023-06-01,16,P026,330.13,False,False,non_checkout_amount_present
U0389,profile_update,2023-06-06 16:34:00,2023-06-06,16,P015,2401.07,False,False,non_checkout_amount_present
U0095,profile_update,2023-06-03 21:09:00,2023-06-03,21,P005,650.57,False,False,non_checkout_amount_present
U0111,page_view,2023-06-06 01:21:00,2023-06-06,1,P001,200.12,False,False,non_checkout_amount_present
U0389,checkout,2023-06-04 12:50:00,2023-06-04,12,P011,,True,True,missing_checkout_amount
U0235,search,2023-06-03 12:09:00,2023-06-03,12,P018,,False,True,not_applicable
U0037,add_to_cart,2023-06-06 14:04:00,2023-06-06,14,P020,,False,True,not_applicable
U0136,logout,2023-06-02 14:59:00,2023-06-02,14,P018,1051.46,False,False,non_checkout_amount_present
U0230,page_view,2023-06-02 08:35:00,2023-06-02,8,P010,2276.48,False,False,non_checkout_amount_present
U0012,wishlist_add,2023-06-06 11:41:00,2023-06-06,11,P005,1934.35,False,False,non_checkout_amount_present
U0172,wishlist_add,2023-06-05 04:21:00,2023-06-05,4,P024,,False,True,not_applicable
U0382,login,2023-06-05 02:13:00,2023-06-05,2,P022,,False,True,not_applicable
U0065,add_to_cart,2023-06-02 16:17:00,2023-06-02,16,P008,2632.22,False,False,non_checkout_amount_present
U0282,search,2023-06-03 11:48:00,2023-06-03,11,P028,,False,True,not_applicable
U0255,page_view,2023-06-05 05:42:00,2023-06-05,5,P026,309.67,False,False,non_checkout_amount_present
